Common Name	Description	NCBI GeneID	Gene Type	Protein Count	RNA Type	Symbol	Taxonomic ID	Taxonomic Name	Transcript Accession	Transcript CDS Sequence Accession	Transcript CDS Order	Transcript CDS Orientation	Transcript CDS Start	Transcript CDS Stop	Transcript Count	Transcript Ensembl Transcript	Transcript Genomic Accession 	Transcript Genomic Exons Order	Transcript Genomic Exons Orientation	Transcript Genomic Exons Start	Transcript Genomic Exons Stop	Transcript Genomic Order	Transcript Genomic Orientation	Transcript Genomic Start	Transcript Genomic Stop	Transcript Genomic Seq Name	Transcript Transcript Length	Transcript Transcript Name	Transcript Protein Accession	Transcript Protein Ensembl Protein	Transcript Protein Isoform	Transcript Protein Length	Transcript Protein Mature Peptide Accession	Transcript Protein Mature Peptide Length	Transcript Protein Mature Peptide Name	Transcript Protein Name	Transcript Select Category	Transcript Type
Brandt's bat	syndecan 3	102263951	PROTEIN_CODING	1		SDC3	109478	Myotis brandtii	XM_014546793.1	XM_014546793.1			151	1191	1		NW_005367431.1	3		500073	500364		plus	496414	505095	NW_005367431.1 Unplaced Scaffold Reference ASM41265v1	4848		XP_014402279.1			346				syndecan-3		PROTEIN_CODING_MODEL
Brandt's bat	syndecan 3	102263951	PROTEIN_CODING	1		SDC3	109478	Myotis brandtii	XM_014546793.1	XM_014546793.1			151	1191	1		NW_005367431.1	4		501272	505095		plus	496414	505095	NW_005367431.1 Unplaced Scaffold Reference ASM41265v1	4848		XP_014402279.1			346				syndecan-3		PROTEIN_CODING_MODEL
Weddell seal	syndecan 3	102749354	PROTEIN_CODING	1		SDC3	9713	Leptonychotes weddellii	XM_006752037.2	XM_006752037.2			204	1244	1		NW_006389344.1	1		40408	40578		minus	31173	40578	NW_006389344 Unplaced Scaffold Reference LepWed1.0 Primary Assembly	5223		XP_006752100.1			346				syndecan-3		PROTEIN_CODING_MODEL
Weddell seal	syndecan 3	102749354	PROTEIN_CODING	1		SDC3	9713	Leptonychotes weddellii	XM_006752037.2	XM_006752037.2			204	1244	1		NW_006389344.1	2		38152	38765		minus	31173	40578	NW_006389344 Unplaced Scaffold Reference LepWed1.0 Primary Assembly	5223		XP_006752100.1			346				syndecan-3		PROTEIN_CODING_MODEL
Weddell seal	syndecan 3	102749354	PROTEIN_CODING	1		SDC3	9713	Leptonychotes weddellii	XM_006752037.2	XM_006752037.2			204	1244	1		NW_006389344.1	3		36155	36446		minus	31173	40578	NW_006389344 Unplaced Scaffold Reference LepWed1.0 Primary Assembly	5223		XP_006752100.1			346				syndecan-3		PROTEIN_CODING_MODEL
Weddell seal	syndecan 3	102749354	PROTEIN_CODING	1		SDC3	9713	Leptonychotes weddellii	XM_006752037.2	XM_006752037.2			204	1244	1		NW_006389344.1	4		31173	35318		minus	31173	40578	NW_006389344 Unplaced Scaffold Reference LepWed1.0 Primary Assembly	5223		XP_006752100.1			346				syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	102758622	PROTEIN_CODING	1		SDC3	225400	Myotis davidii	XM_015572265.1	XM_015572265.1			1	1419	1		NW_006300104.1	1		2807648	2807706		plus	2807648	2825590	NW_006300104.1 Unplaced Scaffold Reference ASM32734v1	1975		XP_015427751.1			472				LOW QUALITY PROTEIN: syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	102758622	PROTEIN_CODING	1		SDC3	225400	Myotis davidii	XM_015572265.1	XM_015572265.1			1	1419	1		NW_006300104.1	2		2808239	2808315		plus	2807648	2825590	NW_006300104.1 Unplaced Scaffold Reference ASM32734v1	1975		XP_015427751.1			472				LOW QUALITY PROTEIN: syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	102758622	PROTEIN_CODING	1		SDC3	225400	Myotis davidii	XM_015572265.1	XM_015572265.1			1	1419	1		NW_006300104.1	3		2819899	2820111		plus	2807648	2825590	NW_006300104.1 Unplaced Scaffold Reference ASM32734v1	1975		XP_015427751.1			472				LOW QUALITY PROTEIN: syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	102758622	PROTEIN_CODING	1		SDC3	225400	Myotis davidii	XM_015572265.1	XM_015572265.1			1	1419	1		NW_006300104.1	4		2821610	2822218		plus	2807648	2825590	NW_006300104.1 Unplaced Scaffold Reference ASM32734v1	1975		XP_015427751.1			472				LOW QUALITY PROTEIN: syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	102758622	PROTEIN_CODING	1		SDC3	225400	Myotis davidii	XM_015572265.1	XM_015572265.1			1	1419	1		NW_006300104.1	5		2823673	2823964		plus	2807648	2825590	NW_006300104.1 Unplaced Scaffold Reference ASM32734v1	1975		XP_015427751.1			472				LOW QUALITY PROTEIN: syndecan-3		PROTEIN_CODING_MODEL
	syndecan 3	102758622	PROTEIN_CODING	1		SDC3	225400	Myotis davidii	XM_015572265.1	XM_015572265.1			1	1419	1		NW_006300104.1	6		2824868	2825590		plus	2807648	2825590	NW_006300104.1 Unplaced Scaffold Reference ASM32734v1	1975		XP_015427751.1			472				LOW QUALITY PROTEIN: syndecan-3		PROTEIN_CODING_MODEL
African ostrich	syndecan 3	104140909	PROTEIN_CODING	2		SDC3	8801	Struthio camelus	XM_068917375.1	XM_068917375.1			216	1451	2		NC_090964.1	1		4813965	4814281		plus	4813965	4863020	Chromosome 23 Reference bStrCam1.hap1	7622	transcript variant X1	XP_068773476.1		isoform X1	411				syndecan-3		PROTEIN_CODING_MODEL
African ostrich	syndecan 3	104140909	PROTEIN_CODING	2		SDC3	8801	Struthio camelus	XM_068917375.1	XM_068917375.1			216	1451	2		NC_090964.1	2		4852574	4852691		plus	4813965	4863020	Chromosome 23 Reference bStrCam1.hap1	7622	transcript variant X1	XP_068773476.1		isoform X1	411				syndecan-3		PROTEIN_CODING_MODEL
African ostrich	syndecan 3	104140909	PROTEIN_CODING	2		SDC3	8801	Struthio camelus	XM_068917375.1	XM_068917375.1			216	1451	2		NC_090964.1	3		4852995	4853572		plus	4813965	4863020	Chromosome 23 Reference bStrCam1.hap1	7622	transcript variant X1	XP_068773476.1		isoform X1	411				syndecan-3		PROTEIN_CODING_MODEL
African ostrich	syndecan 3	104140909	PROTEIN_CODING	2		SDC3	8801	Struthio camelus	XM_068917375.1	XM_068917375.1			216	1451	2		NC_090964.1	4		4855410	4855680		plus	4813965	4863020	Chromosome 23 Reference bStrCam1.hap1	7622	transcript variant X1	XP_068773476.1		isoform X1	411				syndecan-3		PROTEIN_CODING_MODEL
African ostrich	syndecan 3	104140909	PROTEIN_CODING	2		SDC3	8801	Struthio camelus	XM_068917375.1	XM_068917375.1			216	1451	2		NC_090964.1	5		4856683	4863020		plus	4813965	4863020	Chromosome 23 Reference bStrCam1.hap1	7622	transcript variant X1	XP_068773476.1		isoform X1	411				syndecan-3		PROTEIN_CODING_MODEL
African ostrich	syndecan 3	104140909	PROTEIN_CODING	2		SDC3	8801	Struthio camelus	XM_068917376.1	XM_068917376.1			200	1249	2		NC_090964.1	1		4850677	4850791		plus	4850677	4863020	Chromosome 23 Reference bStrCam1.hap1	7420	transcript variant X2	XP_068773477.1		isoform X2	349				syndecan-3		PROTEIN_CODING_MODEL
African ostrich	syndecan 3	104140909	PROTEIN_CODING	2		SDC3	8801	Struthio camelus	XM_068917376.1	XM_068917376.1			200	1249	2		NC_090964.1	2		4852574	4852691		plus	4850677	4863020	Chromosome 23 Reference bStrCam1.hap1	7420	transcript variant X2	XP_068773477.1		isoform X2	349				syndecan-3		PROTEIN_CODING_MODEL
African ostrich	syndecan 3	104140909	PROTEIN_CODING	2		SDC3	8801	Struthio camelus	XM_068917376.1	XM_068917376.1			200	1249	2		NC_090964.1	3		4852995	4853572		plus	4850677	4863020	Chromosome 23 Reference bStrCam1.hap1	7420	transcript variant X2	XP_068773477.1		isoform X2	349				syndecan-3		PROTEIN_CODING_MODEL
African ostrich	syndecan 3	104140909	PROTEIN_CODING	2		SDC3	8801	Struthio camelus	XM_068917376.1	XM_068917376.1			200	1249	2		NC_090964.1	4		4855410	4855680		plus	4850677	4863020	Chromosome 23 Reference bStrCam1.hap1	7420	transcript variant X2	XP_068773477.1		isoform X2	349				syndecan-3		PROTEIN_CODING_MODEL
African ostrich	syndecan 3	104140909	PROTEIN_CODING	2		SDC3	8801	Struthio camelus	XM_068917376.1	XM_068917376.1			200	1249	2		NC_090964.1	5		4856683	4863020		plus	4850677	4863020	Chromosome 23 Reference bStrCam1.hap1	7420	transcript variant X2	XP_068773477.1		isoform X2	349				syndecan-3		PROTEIN_CODING_MODEL
Panamanian white-faced capuchin	syndecan 3	108302330	PROTEIN_CODING	1		SDC3	2715852	Cebus imitator	XM_017525945.1	XM_017525945.1			30	1358	1	ENSCCAT00000003799.1	NW_016107354.1	1		13685806	13685972		minus	13647959	13685972	NW_016107354 Unplaced Scaffold Reference Cebus_imitator-1.0	4965		XP_017381434.1	ENSCCAP00000000588.1		442				syndecan-3		PROTEIN_CODING_MODEL
Panamanian white-faced capuchin	syndecan 3	108302330	PROTEIN_CODING	1		SDC3	2715852	Cebus imitator	XM_017525945.1	XM_017525945.1			30	1358	1	ENSCCAT00000003799.1	NW_016107354.1	2		13656360	13656477		minus	13647959	13685972	NW_016107354 Unplaced Scaffold Reference Cebus_imitator-1.0	4965		XP_017381434.1	ENSCCAP00000000588.1		442				syndecan-3		PROTEIN_CODING_MODEL
Panamanian white-faced capuchin	syndecan 3	108302330	PROTEIN_CODING	1		SDC3	2715852	Cebus imitator	XM_017525945.1	XM_017525945.1			30	1358	1	ENSCCAT00000003799.1	NW_016107354.1	3		13654300	13654913		minus	13647959	13685972	NW_016107354 Unplaced Scaffold Reference Cebus_imitator-1.0	4965		XP_017381434.1	ENSCCAP00000000588.1		442				syndecan-3		PROTEIN_CODING_MODEL
Panamanian white-faced capuchin	syndecan 3	108302330	PROTEIN_CODING	1		SDC3	2715852	Cebus imitator	XM_017525945.1	XM_017525945.1			30	1358	1	ENSCCAT00000003799.1	NW_016107354.1	4		13652653	13652944		minus	13647959	13685972	NW_016107354 Unplaced Scaffold Reference Cebus_imitator-1.0	4965		XP_017381434.1	ENSCCAP00000000588.1		442				syndecan-3		PROTEIN_CODING_MODEL
Panamanian white-faced capuchin	syndecan 3	108302330	PROTEIN_CODING	1		SDC3	2715852	Cebus imitator	XM_017525945.1	XM_017525945.1			30	1358	1	ENSCCAT00000003799.1	NW_016107354.1	5		13647959	13651732		minus	13647959	13685972	NW_016107354 Unplaced Scaffold Reference Cebus_imitator-1.0	4965		XP_017381434.1	ENSCCAP00000000588.1		442				syndecan-3		PROTEIN_CODING_MODEL
Gharial	syndecan 3	109293910	PROTEIN_CODING	1		SDC3	94835	Gavialis gangeticus	XM_019512061.1	XM_019512061.1			1	1161	1		NW_017729015.1	1		5611814	5611946		plus	5611814	5623333	NW_017729015.1 Unplaced Scaffold Reference GavGan_comp1 Primary Assembly	1494		XP_019367606.1			386				syndecan-3		PROTEIN_CODING_MODEL
Gharial	syndecan 3	109293910	PROTEIN_CODING	1		SDC3	94835	Gavialis gangeticus	XM_019512061.1	XM_019512061.1			1	1161	1		NW_017729015.1	2		5613054	5613643		plus	5611814	5623333	NW_017729015.1 Unplaced Scaffold Reference GavGan_comp1 Primary Assembly	1494		XP_019367606.1			386				syndecan-3		PROTEIN_CODING_MODEL
Gharial	syndecan 3	109293910	PROTEIN_CODING	1		SDC3	94835	Gavialis gangeticus	XM_019512061.1	XM_019512061.1			1	1161	1		NW_017729015.1	3		5621072	5621342		plus	5611814	5623333	NW_017729015.1 Unplaced Scaffold Reference GavGan_comp1 Primary Assembly	1494		XP_019367606.1			386				syndecan-3		PROTEIN_CODING_MODEL
Gharial	syndecan 3	109293910	PROTEIN_CODING	1		SDC3	94835	Gavialis gangeticus	XM_019512061.1	XM_019512061.1			1	1161	1		NW_017729015.1	4		5622834	5623333		plus	5611814	5623333	NW_017729015.1 Unplaced Scaffold Reference GavGan_comp1 Primary Assembly	1494		XP_019367606.1			386				syndecan-3		PROTEIN_CODING_MODEL
Yangtze finless porpoise	syndecan 3	112414329	PROTEIN_CODING	1		SDC3	1706337	Neophocaena asiaeorientalis asiaeorientalis	XM_024766794.1	XM_024766794.1			601	1848	1		NW_020175402.1	1		8147052	8147826		minus	8137500	8147826	NW_020175402 Unplaced Scaffold Reference Neophocaena_asiaeorientalis_V1 Primary Assembly	5671		XP_024622562.1			415				syndecan-3		PROTEIN_CODING_MODEL
Yangtze finless porpoise	syndecan 3	112414329	PROTEIN_CODING	1		SDC3	1706337	Neophocaena asiaeorientalis asiaeorientalis	XM_024766794.1	XM_024766794.1			601	1848	1		NW_020175402.1	2		8144697	8145310		minus	8137500	8147826	NW_020175402 Unplaced Scaffold Reference Neophocaena_asiaeorientalis_V1 Primary Assembly	5671		XP_024622562.1			415				syndecan-3		PROTEIN_CODING_MODEL
Yangtze finless porpoise	syndecan 3	112414329	PROTEIN_CODING	1		SDC3	1706337	Neophocaena asiaeorientalis asiaeorientalis	XM_024766794.1	XM_024766794.1			601	1848	1		NW_020175402.1	3		8142452	8142743		minus	8137500	8147826	NW_020175402 Unplaced Scaffold Reference Neophocaena_asiaeorientalis_V1 Primary Assembly	5671		XP_024622562.1			415				syndecan-3		PROTEIN_CODING_MODEL
Yangtze finless porpoise	syndecan 3	112414329	PROTEIN_CODING	1		SDC3	1706337	Neophocaena asiaeorientalis asiaeorientalis	XM_024766794.1	XM_024766794.1			601	1848	1		NW_020175402.1	4		8137500	8141489		minus	8137500	8147826	NW_020175402 Unplaced Scaffold Reference Neophocaena_asiaeorientalis_V1 Primary Assembly	5671		XP_024622562.1			415				syndecan-3		PROTEIN_CODING_MODEL
yellow-bellied marmot	syndecan 3	114094501	PROTEIN_CODING	1		Sdc3	93162	Marmota flaviventris	XM_071617561.1	XM_071617561.1			89	1417	1		NC_092507.1	1		22718271	22718496		minus	22684016	22718496	Chromosome 10 Reference mMarFla1.hap1	5022		XP_071473662.1			442				syndecan-3		PROTEIN_CODING_MODEL
yellow-bellied marmot	syndecan 3	114094501	PROTEIN_CODING	1		Sdc3	93162	Marmota flaviventris	XM_071617561.1	XM_071617561.1			89	1417	1		NC_092507.1	2		22692605	22692722		minus	22684016	22718496	Chromosome 10 Reference mMarFla1.hap1	5022		XP_071473662.1			442				syndecan-3		PROTEIN_CODING_MODEL
yellow-bellied marmot	syndecan 3	114094501	PROTEIN_CODING	1		Sdc3	93162	Marmota flaviventris	XM_071617561.1	XM_071617561.1			89	1417	1		NC_092507.1	3		22690602	22691215		minus	22684016	22718496	Chromosome 10 Reference mMarFla1.hap1	5022		XP_071473662.1			442				syndecan-3		PROTEIN_CODING_MODEL
yellow-bellied marmot	syndecan 3	114094501	PROTEIN_CODING	1		Sdc3	93162	Marmota flaviventris	XM_071617561.1	XM_071617561.1			89	1417	1		NC_092507.1	4		22688564	22688855		minus	22684016	22718496	Chromosome 10 Reference mMarFla1.hap1	5022		XP_071473662.1			442				syndecan-3		PROTEIN_CODING_MODEL
yellow-bellied marmot	syndecan 3	114094501	PROTEIN_CODING	1		Sdc3	93162	Marmota flaviventris	XM_071617561.1	XM_071617561.1			89	1417	1		NC_092507.1	5		22684016	22687787		minus	22684016	22718496	Chromosome 10 Reference mMarFla1.hap1	5022		XP_071473662.1			442				syndecan-3		PROTEIN_CODING_MODEL
ring-necked pheasant	syndecan 3	116230145	PROTEIN_CODING	2		SDC3	9054	Phasianus colchicus	XM_031595104.1	XM_031595104.1			33	1250	2	ENSPCLT00000011290.1	NW_022205380.1	1		5338539	5338633		plus	5338539	5356872	NW_022205380 Unplaced Scaffold Reference ASM414374v1 Primary Assembly	1561	transcript variant X1	XP_031450964.1	ENSPCLP00000008272.1	isoform X1	405				syndecan-3		PROTEIN_CODING_MODEL
ring-necked pheasant	syndecan 3	116230145	PROTEIN_CODING	2		SDC3	9054	Phasianus colchicus	XM_031595104.1	XM_031595104.1			33	1250	2	ENSPCLT00000011290.1	NW_022205380.1	2		5353126	5353243		plus	5338539	5356872	NW_022205380 Unplaced Scaffold Reference ASM414374v1 Primary Assembly	1561	transcript variant X1	XP_031450964.1	ENSPCLP00000008272.1	isoform X1	405				syndecan-3		PROTEIN_CODING_MODEL
ring-necked pheasant	syndecan 3	116230145	PROTEIN_CODING	2		SDC3	9054	Phasianus colchicus	XM_031595104.1	XM_031595104.1			33	1250	2	ENSPCLT00000011290.1	NW_022205380.1	3		5353660	5354258		plus	5338539	5356872	NW_022205380 Unplaced Scaffold Reference ASM414374v1 Primary Assembly	1561	transcript variant X1	XP_031450964.1	ENSPCLP00000008272.1	isoform X1	405				syndecan-3		PROTEIN_CODING_MODEL
ring-necked pheasant	syndecan 3	116230145	PROTEIN_CODING	2		SDC3	9054	Phasianus colchicus	XM_031595104.1	XM_031595104.1			33	1250	2	ENSPCLT00000011290.1	NW_022205380.1	4		5355843	5356113		plus	5338539	5356872	NW_022205380 Unplaced Scaffold Reference ASM414374v1 Primary Assembly	1561	transcript variant X1	XP_031450964.1	ENSPCLP00000008272.1	isoform X1	405				syndecan-3		PROTEIN_CODING_MODEL
ring-necked pheasant	syndecan 3	116230145	PROTEIN_CODING	2		SDC3	9054	Phasianus colchicus	XM_031595104.1	XM_031595104.1			33	1250	2	ENSPCLT00000011290.1	NW_022205380.1	5		5356395	5356872		plus	5338539	5356872	NW_022205380 Unplaced Scaffold Reference ASM414374v1 Primary Assembly	1561	transcript variant X1	XP_031450964.1	ENSPCLP00000008272.1	isoform X1	405				syndecan-3		PROTEIN_CODING_MODEL
ring-necked pheasant	syndecan 3	116230145	PROTEIN_CODING	2		SDC3	9054	Phasianus colchicus	XM_031595105.1	XM_031595105.1			235	1410	2		NW_022205380.1	1		5350425	5350679		plus	5350425	5356871	NW_022205380 Unplaced Scaffold Reference ASM414374v1 Primary Assembly	1720	transcript variant X2	XP_031450965.1		isoform X2	391				syndecan-3		PROTEIN_CODING_MODEL
ring-necked pheasant	syndecan 3	116230145	PROTEIN_CODING	2		SDC3	9054	Phasianus colchicus	XM_031595105.1	XM_031595105.1			235	1410	2		NW_022205380.1	2		5353126	5353243		plus	5350425	5356871	NW_022205380 Unplaced Scaffold Reference ASM414374v1 Primary Assembly	1720	transcript variant X2	XP_031450965.1		isoform X2	391				syndecan-3		PROTEIN_CODING_MODEL
ring-necked pheasant	syndecan 3	116230145	PROTEIN_CODING	2		SDC3	9054	Phasianus colchicus	XM_031595105.1	XM_031595105.1			235	1410	2		NW_022205380.1	3		5353660	5354258		plus	5350425	5356871	NW_022205380 Unplaced Scaffold Reference ASM414374v1 Primary Assembly	1720	transcript variant X2	XP_031450965.1		isoform X2	391				syndecan-3		PROTEIN_CODING_MODEL
ring-necked pheasant	syndecan 3	116230145	PROTEIN_CODING	2		SDC3	9054	Phasianus colchicus	XM_031595105.1	XM_031595105.1			235	1410	2		NW_022205380.1	4		5355843	5356113		plus	5350425	5356871	NW_022205380 Unplaced Scaffold Reference ASM414374v1 Primary Assembly	1720	transcript variant X2	XP_031450965.1		isoform X2	391				syndecan-3		PROTEIN_CODING_MODEL
ring-necked pheasant	syndecan 3	116230145	PROTEIN_CODING	2		SDC3	9054	Phasianus colchicus	XM_031595105.1	XM_031595105.1			235	1410	2		NW_022205380.1	5		5356395	5356871		plus	5350425	5356871	NW_022205380 Unplaced Scaffold Reference ASM414374v1 Primary Assembly	1720	transcript variant X2	XP_031450965.1		isoform X2	391				syndecan-3		PROTEIN_CODING_MODEL
common brushtail	syndecan 3	118837610	PROTEIN_CODING	1		SDC3	9337	Trichosurus vulpecula	XM_036744584.1	XM_036744584.1			31	1338	1		NC_050574.1	1		65730033	65730113		minus	65655613	65730113	Chromosome 2 Reference mTriVul1.pri Primary Assembly	7048		XP_036600479.1			435				syndecan-3		PROTEIN_CODING_MODEL
common brushtail	syndecan 3	118837610	PROTEIN_CODING	1		SDC3	9337	Trichosurus vulpecula	XM_036744584.1	XM_036744584.1			31	1338	1		NC_050574.1	2		65665167	65665284		minus	65655613	65730113	Chromosome 2 Reference mTriVul1.pri Primary Assembly	7048		XP_036600479.1			435				syndecan-3		PROTEIN_CODING_MODEL
common brushtail	syndecan 3	118837610	PROTEIN_CODING	1		SDC3	9337	Trichosurus vulpecula	XM_036744584.1	XM_036744584.1			31	1338	1		NC_050574.1	3		65663175	65663866		minus	65655613	65730113	Chromosome 2 Reference mTriVul1.pri Primary Assembly	7048		XP_036600479.1			435				syndecan-3		PROTEIN_CODING_MODEL
common brushtail	syndecan 3	118837610	PROTEIN_CODING	1		SDC3	9337	Trichosurus vulpecula	XM_036744584.1	XM_036744584.1			31	1338	1		NC_050574.1	4		65661855	65662134		minus	65655613	65730113	Chromosome 2 Reference mTriVul1.pri Primary Assembly	7048		XP_036600479.1			435				syndecan-3		PROTEIN_CODING_MODEL
common brushtail	syndecan 3	118837610	PROTEIN_CODING	1		SDC3	9337	Trichosurus vulpecula	XM_036744584.1	XM_036744584.1			31	1338	1		NC_050574.1	5		65655613	65661489		minus	65655613	65730113	Chromosome 2 Reference mTriVul1.pri Primary Assembly	7048		XP_036600479.1			435				syndecan-3		PROTEIN_CODING_MODEL
leatherback sea turtle	syndecan 3	119845560	PROTEIN_CODING	1		SDC3	27794	Dermochelys coriacea	XM_043506198.1	XM_043506198.1			86	1306	1		NC_050086.2	1		15277008	15277185		minus	15203315	15277185	Chromosome 19 Reference rDerCor1.pri.v4	6985		XP_043362133.1			406				syndecan-3		PROTEIN_CODING_MODEL
leatherback sea turtle	syndecan 3	119845560	PROTEIN_CODING	1		SDC3	27794	Dermochelys coriacea	XM_043506198.1	XM_043506198.1			86	1306	1		NC_050086.2	2		15222058	15222175		minus	15203315	15277185	Chromosome 19 Reference rDerCor1.pri.v4	6985		XP_043362133.1			406				syndecan-3		PROTEIN_CODING_MODEL
leatherback sea turtle	syndecan 3	119845560	PROTEIN_CODING	1		SDC3	27794	Dermochelys coriacea	XM_043506198.1	XM_043506198.1			86	1306	1		NC_050086.2	3		15219864	15220429		minus	15203315	15277185	Chromosome 19 Reference rDerCor1.pri.v4	6985		XP_043362133.1			406				syndecan-3		PROTEIN_CODING_MODEL
leatherback sea turtle	syndecan 3	119845560	PROTEIN_CODING	1		SDC3	27794	Dermochelys coriacea	XM_043506198.1	XM_043506198.1			86	1306	1		NC_050086.2	4		15209473	15209749		minus	15203315	15277185	Chromosome 19 Reference rDerCor1.pri.v4	6985		XP_043362133.1			406				syndecan-3		PROTEIN_CODING_MODEL
leatherback sea turtle	syndecan 3	119845560	PROTEIN_CODING	1		SDC3	27794	Dermochelys coriacea	XM_043506198.1	XM_043506198.1			86	1306	1		NC_050086.2	5		15203315	15209160		minus	15203315	15277185	Chromosome 19 Reference rDerCor1.pri.v4	6985		XP_043362133.1			406				syndecan-3		PROTEIN_CODING_MODEL
American mink	syndecan 3	122899669	PROTEIN_CODING	1		SDC3	452646	Neogale vison	XM_044237629.1	XM_044237629.1			168	1211	1		NC_058092.1	1		23219636	23219652		minus	23181140	23219652	Chromosome 2 Reference ASM_NN_V1 Primary Assembly	5042		XP_044093564.1			347				syndecan-3		PROTEIN_CODING_MODEL
American mink	syndecan 3	122899669	PROTEIN_CODING	1		SDC3	452646	Neogale vison	XM_044237629.1	XM_044237629.1			168	1211	1		NC_058092.1	2		23190321	23190438		minus	23181140	23219652	Chromosome 2 Reference ASM_NN_V1 Primary Assembly	5042		XP_044093564.1			347				syndecan-3		PROTEIN_CODING_MODEL
American mink	syndecan 3	122899669	PROTEIN_CODING	1		SDC3	452646	Neogale vison	XM_044237629.1	XM_044237629.1			168	1211	1		NC_058092.1	3		23188037	23188653		minus	23181140	23219652	Chromosome 2 Reference ASM_NN_V1 Primary Assembly	5042		XP_044093564.1			347				syndecan-3		PROTEIN_CODING_MODEL
American mink	syndecan 3	122899669	PROTEIN_CODING	1		SDC3	452646	Neogale vison	XM_044237629.1	XM_044237629.1			168	1211	1		NC_058092.1	4		23185955	23186246		minus	23181140	23219652	Chromosome 2 Reference ASM_NN_V1 Primary Assembly	5042		XP_044093564.1			347				syndecan-3		PROTEIN_CODING_MODEL
American mink	syndecan 3	122899669	PROTEIN_CODING	1		SDC3	452646	Neogale vison	XM_044237629.1	XM_044237629.1			168	1211	1		NC_058092.1	5		23181140	23185137		minus	23181140	23219652	Chromosome 2 Reference ASM_NN_V1 Primary Assembly	5042		XP_044093564.1			347				syndecan-3		PROTEIN_CODING_MODEL
Asiatic toad	syndecan 3	122933070	PROTEIN_CODING	1		SDC3	30331	Bufo gargarizans	XM_044287818.1	XM_044287818.1			293	1471	1		NC_058082.1	1		355044960	355045317		plus	355044960	355150625	Chromosome 3 Reference ASM1485885v1 Primary Assembly	4038		XP_044143753.1			392				syndecan-3		PROTEIN_CODING_MODEL
Asiatic toad	syndecan 3	122933070	PROTEIN_CODING	1		SDC3	30331	Bufo gargarizans	XM_044287818.1	XM_044287818.1			293	1471	1		NC_058082.1	2		355137572	355137692		plus	355044960	355150625	Chromosome 3 Reference ASM1485885v1 Primary Assembly	4038		XP_044143753.1			392				syndecan-3		PROTEIN_CODING_MODEL
Asiatic toad	syndecan 3	122933070	PROTEIN_CODING	1		SDC3	30331	Bufo gargarizans	XM_044287818.1	XM_044287818.1			293	1471	1		NC_058082.1	3		355142392	355142921		plus	355044960	355150625	Chromosome 3 Reference ASM1485885v1 Primary Assembly	4038		XP_044143753.1			392				syndecan-3		PROTEIN_CODING_MODEL
Asiatic toad	syndecan 3	122933070	PROTEIN_CODING	1		SDC3	30331	Bufo gargarizans	XM_044287818.1	XM_044287818.1			293	1471	1		NC_058082.1	4		355144803	355145097		plus	355044960	355150625	Chromosome 3 Reference ASM1485885v1 Primary Assembly	4038		XP_044143753.1			392				syndecan-3		PROTEIN_CODING_MODEL
Asiatic toad	syndecan 3	122933070	PROTEIN_CODING	1		SDC3	30331	Bufo gargarizans	XM_044287818.1	XM_044287818.1			293	1471	1		NC_058082.1	5		355147892	355150625		plus	355044960	355150625	Chromosome 3 Reference ASM1485885v1 Primary Assembly	4038		XP_044143753.1			392				syndecan-3		PROTEIN_CODING_MODEL
Geoffroy's cat	syndecan 3	123597501	PROTEIN_CODING	1		SDC3	46844	Leopardus geoffroyi	XM_045476416.1	XM_045476416.1			223	1551	1		NC_059328.1	1		23365168	23365527		minus	23332014	23365527	Chromosome C1 Reference O.geoffroyi_Oge1_pat1.0 Primary Assembly	3565		XP_045332372.1			442				syndecan-3		PROTEIN_CODING_MODEL
Geoffroy's cat	syndecan 3	123597501	PROTEIN_CODING	1		SDC3	46844	Leopardus geoffroyi	XM_045476416.1	XM_045476416.1			223	1551	1		NC_059328.1	2		23339310	23339427		minus	23332014	23365527	Chromosome C1 Reference O.geoffroyi_Oge1_pat1.0 Primary Assembly	3565		XP_045332372.1			442				syndecan-3		PROTEIN_CODING_MODEL
Geoffroy's cat	syndecan 3	123597501	PROTEIN_CODING	1		SDC3	46844	Leopardus geoffroyi	XM_045476416.1	XM_045476416.1			223	1551	1		NC_059328.1	3		23336719	23337332		minus	23332014	23365527	Chromosome C1 Reference O.geoffroyi_Oge1_pat1.0 Primary Assembly	3565		XP_045332372.1			442				syndecan-3		PROTEIN_CODING_MODEL
Geoffroy's cat	syndecan 3	123597501	PROTEIN_CODING	1		SDC3	46844	Leopardus geoffroyi	XM_045476416.1	XM_045476416.1			223	1551	1		NC_059328.1	4		23334586	23334877		minus	23332014	23365527	Chromosome C1 Reference O.geoffroyi_Oge1_pat1.0 Primary Assembly	3565		XP_045332372.1			442				syndecan-3		PROTEIN_CODING_MODEL
