Gene stable ID	Karyotype band	Gene name	Transcript count	Gene % GC content	Human paralogue gene stable ID	Human paralogue associated gene name	Human paralogue protein or transcript ID	Human paralogue chromosome/scaffold name	Human paralogue chromosome/scaffold start (bp)	Human paralogue chromosome/scaffold end (bp)	Paralogue query protein or transcript ID	Paralogue last common ancestor with Human	Human paralogue homology type	Paralogue %id. target Human gene identical to query gene	Paralogue %id. query gene identical to target Human gene	Paralogue dN with Human	Paralogue dS with Human
ENSG00000160305	q22.3	DIP2A	14	44.88	ENSG00000066084	DIP2B	ENSP00000301180	12	50898768	51142450	ENSP00000392066	Euteleostomi	within_species_paralog	72	72	0.1767	4.3815
ENSG00000160305	q22.3	DIP2A	14	44.88	ENSG00000151240	DIP2C	ENSP00000280886	10	320130	735683	ENSP00000392066	Vertebrata	within_species_paralog	74	75	0.1525	17.1365
ENSG00000115548	p11.2	KDM3A	16	40.15	ENSG00000168453	HR	ENSP00000370826	8	21971928	21990897	ENSP00000386660	Vertebrata	within_species_paralog	17	19	0.9026	59.9782
ENSG00000115548	p11.2	KDM3A	16	40.15	ENSG00000171988	JMJD1C	ENSP00000382204	10	64926981	65225722	ENSP00000386660	Vertebrata	within_species_paralog	39	20	0.5416	17.3111
ENSG00000115548	p11.2	KDM3A	16	40.15	ENSG00000120733	KDM3B	ENSP00000326563	5	137688285	137772717	ENSP00000386660	Euteleostomi	within_species_paralog	49	37	0.4342	65.3149
ENSG00000013288	p16.1	MAN2B2	5	54.58	ENSG00000196547	MAN2A2	ENSP00000353655	15	91445448	91465814	ENSP00000285599	Bilateria	within_species_paralog	25	22	0.8339	77.5869
ENSG00000013288	p16.1	MAN2B2	5	54.58	ENSG00000269242	CTD-2192J16.22	ENSP00000470240	19	12754645	12759211	ENSP00000285599	Bilateria	within_species_paralog	5	27	0.7452	71.5768
ENSG00000013288	p16.1	MAN2B2	5	54.58	ENSG00000104774	MAN2B1	ENSP00000395473	19	12757325	12777556	ENSP00000285599	Bilateria	within_species_paralog	27	27	0.7405	11.9696
ENSG00000013288	p16.1	MAN2B2	5	54.58	ENSG00000269590	CTD-2192J16.24	ENSP00000472710	19	12775642	12780211	ENSP00000285599	Bilateria	within_species_paralog	6	30	0.66	5.2607
ENSG00000013288	p16.1	MAN2B2	5	54.58	ENSG00000112893	MAN2A1	ENSP00000261483	5	109025067	109205326	ENSP00000285599	Bilateria	within_species_paralog	25	22	0.8757	39.4662
ENSG00000132405	p16.1	TBC1D14	9	49.50	ENSG00000067208	EVI5	ENSP00000359356	1	92974253	93257961	ENSP00000386921	Bilateria	within_species_paralog	13	11	0.9212	66.8049
ENSG00000132405	p16.1	TBC1D14	9	49.50	ENSG00000152061	RABGAP1L	ENSP00000251507	1	174128548	174964445	ENSP00000386921	Opisthokonta	other_paralog	20	17	0.9344	7.179
ENSG00000132405	p16.1	TBC1D14	9	49.50	ENSG00000136111	TBC1D4	ENSP00000366863	13	75858808	76056250	ENSP00000386921	Bilateria	within_species_paralog	18	10	1.1129	25.7952
ENSG00000132405	p16.1	TBC1D14	9	49.50	ENSG00000011454	RABGAP1	ENSP00000362751	9	125703112	125867145	ENSP00000386921	Opisthokonta	other_paralog	19	13	0.9929	5.7501
ENSG00000132405	p16.1	TBC1D14	9	49.50	ENSG00000065882	TBC1D1	ENSP00000261439	4	37892708	38140796	ENSP00000386921	Bilateria	within_species_paralog	18	11	1.1265	64.337
ENSG00000132405	p16.1	TBC1D14	9	49.50	ENSG00000108239	TBC1D12	ENSP00000225235	10	96162261	96295687	ENSP00000386921	Euteleostomi	within_species_paralog	52	46	0.3438	62.0982
ENSG00000132405	p16.1	TBC1D14	9	49.50	ENSG00000142459	EVI5L	ENSP00000445905	19	7895119	7929862	ENSP00000386921	Bilateria	within_species_paralog	12	11	0.8974	16.3934
ENSG00000155269	p16.1	GPR78	7	53.96	ENSG00000154478	GPR26	ENSP00000284674	10	125425871	125454123	ENSP00000371927	Vertebrata	within_species_paralog	46	50	0.3696	4.2604
ENSG00000163106	q22.3	HPGDS	3	38.55	ENSG00000244067	GSTA2	ENSP00000420168	6	52614897	52628367	ENSP00000295256	Bilateria	within_species_paralog	24	21	0.9324	3.0401
ENSG00000163106	q22.3	HPGDS	3	38.55	ENSG00000243955	GSTA1	ENSP00000335620	6	52656462	52668708	ENSP00000295256	Bilateria	within_species_paralog	24	22	0.9571	3.7458
ENSG00000163106	q22.3	HPGDS	3	38.55	ENSG00000182793	GSTA5	ENSP00000360028	6	52696453	52710893	ENSP00000295256	Bilateria	within_species_paralog	23	20	0.9992	4.7302
ENSG00000163106	q22.3	HPGDS	3	38.55	ENSG00000174156	GSTA3	ENSP00000211122	6	52761437	52774483	ENSP00000295256	Bilateria	within_species_paralog	25	23	0.9342	3.6093
ENSG00000163106	q22.3	HPGDS	3	38.55	ENSG00000170899	GSTA4	ENSP00000360002	6	52842751	52860176	ENSP00000295256	Bilateria	within_species_paralog	23	20	1.0951	64.2271
ENSG00000007264	p13.3	MATK	14	54.40	ENSG00000133059	DSTYK	ENSP00000356130	1	205111632	205180727	ENSP00000378485	Bilateria	within_species_paralog	19	10	0.9438	74.1824
ENSG00000007264	p13.3	MATK	14	54.40	ENSG00000102010	BMX	ENSP00000350224	X	15482369	15574652	ENSP00000378485	Opisthokonta	other_paralog	29	21	0.7092	77.5487
ENSG00000007264	p13.3	MATK	14	54.40	ENSG00000010671	BTK	ENSP00000308176	X	100604435	100641183	ENSP00000378485	Opisthokonta	other_paralog	29	23	0.678	75.8704
ENSG00000007264	p13.3	MATK	14	54.40	ENSG00000103653	CSK	ENSP00000220003	15	75074398	75095539	ENSP00000378485	Euteleostomi	within_species_paralog	46	52	0.3325	31.5089
ENSG00000007264	p13.3	MATK	14	54.40	ENSG00000182511	FES	ENSP00000331504	15	91426925	91439006	ENSP00000378485	Bilateria	within_species_paralog	33	20	0.631	92.4441
ENSG00000007264	p13.3	MATK	14	54.40	ENSG00000074966	TXK	ENSP00000264316	4	48068410	48136273	ENSP00000378485	Opisthokonta	other_paralog	29	28	0.6915	69.0258
ENSG00000007264	p13.3	MATK	14	54.40	ENSG00000135605	TEC	ENSP00000370912	4	48137800	48271881	ENSP00000378485	Opisthokonta	other_paralog	30	24	0.7254	67.857
ENSG00000007264	p13.3	MATK	14	54.40	ENSG00000151422	FER	ENSP00000281092	5	108083523	108532542	ENSP00000378485	Bilateria	within_species_paralog	32	20	0.6638	71.041
ENSG00000007264	p13.3	MATK	14	54.40	ENSG00000113263	ITK	ENSP00000398655	5	156569944	156682201	ENSP00000378485	Opisthokonta	other_paralog	31	25	0.7334	71.5565
ENSG00000035720	q13.2	STAP1	2	37.80	ENSG00000178078	STAP2	ENSP00000468927	19	4324040	4342783	ENSP00000265404	Euteleostomi	within_species_paralog	31	20	0.6529	66.8878
ENSG00000123496	q23	IL13RA2	3	35.57	ENSG00000131724	IL13RA1	ENSP00000360730	X	117861535	117928502	ENSP00000361004	Euteleostomi	within_species_paralog	20	18	1.1502	17.5552
ENSG00000123496	q23	IL13RA2	3	35.57	ENSG00000091181	IL5RA	ENSP00000412209	3	3111233	3168297	ENSP00000361004	Euteleostomi	within_species_paralog	21	19	1.1217	2.8344
ENSG00000114455	q13.13	HHLA2	10	39.01	ENSG00000134258	VTCN1	ENSP00000358470	1	117686209	117753556	ENSP00000350402	Euteleostomi	within_species_paralog	18	27	0.9407	62.4292
ENSG00000114455	q13.13	HHLA2	10	39.01	ENSG00000103855	CD276	ENSP00000320084	15	73976307	74006859	ENSP00000350402	Euteleostomi	within_species_paralog	19	15	0.9871	63.5694
ENSG00000027869	q23.1	SH2D2A	6	55.56	ENSG00000183476	SH2D7	ENSP00000327846	15	78370150	78397251	ENSP00000376123	Vertebrata	within_species_paralog	24	22	0.7272	5.1724
ENSG00000027869	q23.1	SH2D2A	6	55.56	ENSG00000104611	SH2D4A	ENSP00000265807	8	19171128	19253729	ENSP00000376123	Vertebrata	within_species_paralog	13	12	0.785	8.6001
ENSG00000027869	q23.1	SH2D2A	6	55.56	ENSG00000178217	SH2D4B	ENSP00000345295	10	82297658	82406316	ENSP00000376123	Vertebrata	within_species_paralog	5	6	0.9898	19.4979
ENSG00000135740	q22.1	SLC9A5	9	52.62	ENSG00000180251	SLC9A4	ENSP00000295269	2	103089762	103150431	ENSP00000299798	Opisthokonta	other_paralog	29	33	0.6326	68.2177
ENSG00000135740	q22.1	SLC9A5	9	52.62	ENSG00000115616	SLC9A2	ENSP00000233969	2	103236166	103327777	ENSP00000299798	Opisthokonta	other_paralog	34	38	0.544	65.783
ENSG00000135740	q22.1	SLC9A5	9	52.62	ENSG00000090020	SLC9A1	ENSP00000263980	1	27425306	27493472	ENSP00000299798	Opisthokonta	other_paralog	32	36	0.5531	80.6731
ENSG00000135740	q22.1	SLC9A5	9	52.62	ENSG00000065923	SLC9A7	ENSP00000330320	X	46464753	46618490	ENSP00000299798	Bilateria	within_species_paralog	19	23	0.8459	64.7458
ENSG00000135740	q22.1	SLC9A5	9	52.62	ENSG00000198689	SLC9A6	ENSP00000359729	X	135067598	135129423	ENSP00000299798	Bilateria	within_species_paralog	18	23	0.932	60.5308
ENSG00000135740	q22.1	SLC9A5	9	52.62	ENSG00000181804	SLC9A9	ENSP00000320246	3	142984064	143567373	ENSP00000299798	Bilateria	within_species_paralog	19	26	0.8415	10.3897
ENSG00000135740	q22.1	SLC9A5	9	52.62	ENSG00000197818	SLC9A8	ENSP00000416418	20	48429250	48508779	ENSP00000299798	Bilateria	within_species_paralog	17	25	0.8286	66.3757
ENSG00000135740	q22.1	SLC9A5	9	52.62	ENSG00000066230	SLC9A3	ENSP00000264938	5	473425	524447	ENSP00000299798	Vertebrata	within_species_paralog	49	52	0.3549	35.2063
ENSG00000152455	p13	SUV39H2	8	39.96	ENSG00000143379	SETDB1	ENSP00000271640	1	150898739	150937213	ENSP00000346997	Bilateria	within_species_paralog	27	9	0.8752	16.1887
ENSG00000152455	p13	SUV39H2	8	39.96	ENSG00000116539	ASH1L	ENSP00000376204	1	155305059	155532598	ENSP00000346997	Opisthokonta	other_paralog	20	3	1.0096	13.2053
ENSG00000152455	p13	SUV39H2	8	39.96	ENSG00000152217	SETBP1	ENSP00000282030	18	42260138	42648475	ENSP00000346997	Opisthokonta	other_paralog	6	2	2.2346	3.1993
ENSG00000152455	p13	SUV39H2	8	39.96	ENSG00000136169	SETDB2	ENSP00000326477	13	50018429	50069138	ENSP00000346997	Bilateria	within_species_paralog	23	13	0.8089	74.2198
ENSG00000152455	p13	SUV39H2	8	39.96	ENSG00000204371	EHMT2	ENSP00000364687	6	31847536	31865464	ENSP00000346997	Opisthokonta	other_paralog	29	10	0.7745	68.2902
ENSG00000152455	p13	SUV39H2	8	39.96	ENSG00000101945	SUV39H1	ENSP00000365877	X	48553945	48567403	ENSP00000346997	Euteleostomi	within_species_paralog	59	59	0.3102	75.4705
ENSG00000152455	p13	SUV39H2	8	39.96	ENSG00000170364	SETMAR	ENSP00000373354	3	4344988	4359251	ENSP00000346997	Opisthokonta	other_paralog	21	13	0.7595	72.1425
ENSG00000152455	p13	SUV39H2	8	39.96	ENSG00000181555	SETD2	ENSP00000386759	3	47057919	47205457	ENSP00000346997	Bilateria	within_species_paralog	18	3	1.1763	3.0229
ENSG00000152455	p13	SUV39H2	8	39.96	ENSG00000181090	EHMT1	ENSP00000417980	9	140513444	140764468	ENSP00000346997	Opisthokonta	other_paralog	31	10	0.7407	72.6465
ENSG00000152455	p13	SUV39H2	8	39.96	ENSG00000147548	WHSC1L1	ENSP00000313983	8	38127215	38239790	ENSP00000346997	Opisthokonta	other_paralog	20	6	0.9701	7.3777
ENSG00000152455	p13	SUV39H2	8	39.96	ENSG00000109685	WHSC1	ENSP00000372351	4	1873151	1983934	ENSP00000346997	Opisthokonta	other_paralog	22	7	0.9141	4.739
ENSG00000152455	p13	SUV39H2	8	39.96	ENSG00000165671	NSD1	ENSP00000395929	5	176560026	176727216	ENSP00000346997	Opisthokonta	other_paralog	23	4	0.8793	7.7017
ENSG00000134250	p11.2	NOTCH2	6	39.74	ENSG00000187957	DNER	ENSP00000345229	2	230222345	230579274	ENSP00000256646	Bilateria	other_paralog	8	26	0.9223	29.1472
ENSG00000134250	p11.2	NOTCH2	6	39.74	ENSG00000162804	SNED1	ENSP00000308893	2	241938255	242034983	ENSP00000256646	Bilateria	other_paralog	15	26	0.7906	31.007
ENSG00000134250	p11.2	NOTCH2	6	39.74	ENSG00000134376	CRB1	ENSP00000356370	1	197170592	197447585	ENSP00000256646	Bilateria	other_paralog	14	24	0.7161	79.8913
ENSG00000134250	p11.2	NOTCH2	6	39.74	ENSG00000204301	NOTCH4	ENSP00000364163	6	32162620	32191844	ENSP00000256646	Chordata	within_species_paralog	33	41	0.5489	17.8106
ENSG00000134250	p11.2	NOTCH2	6	39.74	ENSG00000171462	DLK2	ENSP00000349893	6	43418090	43424370	ENSP00000256646	Bilateria	other_paralog	4	27	0.9176	60.714
ENSG00000134250	p11.2	NOTCH2	6	39.74	ENSG00000198719	DLL1	ENSP00000355718	6	170591294	170599561	ENSP00000256646	Bilateria	other_paralog	8	28	0.7528	85.7951
ENSG00000134250	p11.2	NOTCH2	6	39.74	ENSG00000148204	CRB2	ENSP00000362734	9	126118449	126142603	ENSP00000256646	Bilateria	other_paralog	12	22	0.7935	73.8255
ENSG00000134250	p11.2	NOTCH2	6	39.74	ENSG00000148400	NOTCH1	ENSP00000277541	9	139388896	139440314	ENSP00000256646	Chordata	within_species_paralog	55	53	0.3111	17.6851
ENSG00000134250	p11.2	NOTCH2	6	39.74	ENSG00000185559	DLK1	ENSP00000340292	14	101192042	101201539	ENSP00000256646	Bilateria	other_paralog	5	30	0.7597	6.3126
ENSG00000134250	p11.2	NOTCH2	6	39.74	ENSG00000184916	JAG2	ENSP00000328169	14	105607318	105635161	ENSP00000256646	Bilateria	other_paralog	14	28	0.7441	8.7967
ENSG00000134250	p11.2	NOTCH2	6	39.74	ENSG00000128917	DLL4	ENSP00000249749	15	41221538	41231237	ENSP00000256646	Bilateria	other_paralog	8	28	0.7853	13.2818
ENSG00000134250	p11.2	NOTCH2	6	39.74	ENSG00000101384	JAG1	ENSP00000254958	20	10618332	10654694	ENSP00000256646	Bilateria	other_paralog	14	29	0.6841	26.4341
ENSG00000134250	p11.2	NOTCH2	6	39.74	ENSG00000074181	NOTCH3	ENSP00000263388	19	15270444	15311792	ENSP00000256646	Chordata	within_species_paralog	49	52	0.3648	27.3877
ENSG00000134250	p11.2	NOTCH2	6	39.74	ENSG00000090932	DLL3	ENSP00000205143	19	39989535	39999121	ENSP00000256646	Bilateria	other_paralog	7	27	0.8204	69.2763
ENSG00000197959	q24.3	DNM3	8	37.28	ENSG00000183486	MX2	ENSP00000333657	21	42733870	42781317	ENSP00000350876	Opisthokonta	other_paralog	21	25	0.8609	62.3737
ENSG00000197959	q24.3	DNM3	8	37.28	ENSG00000157601	MX1	ENSP00000381601	21	42792231	42831141	ENSP00000350876	Opisthokonta	other_paralog	22	29	0.7964	5.137
ENSG00000197959	q24.3	DNM3	8	37.28	ENSG00000106976	DNM1	ENSP00000362014	9	130965658	131017527	ENSP00000350876	Vertebrata	within_species_paralog	80	80	0.1136	71.7134
ENSG00000197959	q24.3	DNM3	8	37.28	ENSG00000087470	DNM1L	ENSP00000450399	12	32832134	32898486	ENSP00000350876	Opisthokonta	other_paralog	34	40	0.5099	64.8303
ENSG00000197959	q24.3	DNM3	8	37.28	ENSG00000079805	DNM2	ENSP00000373905	19	10828755	10944164	ENSP00000350876	Vertebrata	within_species_paralog	80	80	0.1171	11.1597
