Common Name	Description	NCBI GeneID	Gene Type	Protein Count	RNA Type	Symbol	Taxonomic ID	Taxonomic Name	Transcript Accession	Transcript CDS Sequence Accession	Transcript CDS Order	Transcript CDS Orientation	Transcript CDS Start	Transcript CDS Stop	Transcript Count	Transcript Ensembl Transcript	Transcript Genomic Accession 	Transcript Genomic Exons Order	Transcript Genomic Exons Orientation	Transcript Genomic Exons Start	Transcript Genomic Exons Stop	Transcript Genomic Order	Transcript Genomic Orientation	Transcript Genomic Start	Transcript Genomic Stop	Transcript Genomic Seq Name	Transcript Transcript Length	Transcript Transcript Name	Transcript Protein Accession	Transcript Protein Ensembl Protein	Transcript Protein Isoform	Transcript Protein Length	Transcript Protein Mature Peptide Accession	Transcript Protein Mature Peptide Length	Transcript Protein Mature Peptide Name	Transcript Protein Name	Transcript Select Category	Transcript Type
leopard coralgrouper	matrilin 1	121958073	PROTEIN_CODING	1		matn1	160734	Plectropomus leopardus	XM_042506933.1	XM_042506933.1			145	1617	1		NC_056480.1	1		18489870	18490101		minus	18484873	18490101	Chromosome 18 Reference YSFRI_Pleo_2.0 Primary Assembly	1835		XP_042362867.1			490				cartilage matrix protein		PROTEIN_CODING_MODEL
leopard coralgrouper	matrilin 1	121958073	PROTEIN_CODING	1		matn1	160734	Plectropomus leopardus	XM_042506933.1	XM_042506933.1			145	1617	1		NC_056480.1	2		18488285	18488469		minus	18484873	18490101	Chromosome 18 Reference YSFRI_Pleo_2.0 Primary Assembly	1835		XP_042362867.1			490				cartilage matrix protein		PROTEIN_CODING_MODEL
leopard coralgrouper	matrilin 1	121958073	PROTEIN_CODING	1		matn1	160734	Plectropomus leopardus	XM_042506933.1	XM_042506933.1			145	1617	1		NC_056480.1	3		18488033	18488197		minus	18484873	18490101	Chromosome 18 Reference YSFRI_Pleo_2.0 Primary Assembly	1835		XP_042362867.1			490				cartilage matrix protein		PROTEIN_CODING_MODEL
leopard coralgrouper	matrilin 1	121958073	PROTEIN_CODING	1		matn1	160734	Plectropomus leopardus	XM_042506933.1	XM_042506933.1			145	1617	1		NC_056480.1	4		18487720	18487942		minus	18484873	18490101	Chromosome 18 Reference YSFRI_Pleo_2.0 Primary Assembly	1835		XP_042362867.1			490				cartilage matrix protein		PROTEIN_CODING_MODEL
leopard coralgrouper	matrilin 1	121958073	PROTEIN_CODING	1		matn1	160734	Plectropomus leopardus	XM_042506933.1	XM_042506933.1			145	1617	1		NC_056480.1	5		18486716	18486838		minus	18484873	18490101	Chromosome 18 Reference YSFRI_Pleo_2.0 Primary Assembly	1835		XP_042362867.1			490				cartilage matrix protein		PROTEIN_CODING_MODEL
leopard coralgrouper	matrilin 1	121958073	PROTEIN_CODING	1		matn1	160734	Plectropomus leopardus	XM_042506933.1	XM_042506933.1			145	1617	1		NC_056480.1	6		18486453	18486625		minus	18484873	18490101	Chromosome 18 Reference YSFRI_Pleo_2.0 Primary Assembly	1835		XP_042362867.1			490				cartilage matrix protein		PROTEIN_CODING_MODEL
leopard coralgrouper	matrilin 1	121958073	PROTEIN_CODING	1		matn1	160734	Plectropomus leopardus	XM_042506933.1	XM_042506933.1			145	1617	1		NC_056480.1	7		18486130	18486361		minus	18484873	18490101	Chromosome 18 Reference YSFRI_Pleo_2.0 Primary Assembly	1835		XP_042362867.1			490				cartilage matrix protein		PROTEIN_CODING_MODEL
leopard coralgrouper	matrilin 1	121958073	PROTEIN_CODING	1		matn1	160734	Plectropomus leopardus	XM_042506933.1	XM_042506933.1			145	1617	1		NC_056480.1	8		18485894	18486046		minus	18484873	18490101	Chromosome 18 Reference YSFRI_Pleo_2.0 Primary Assembly	1835		XP_042362867.1			490				cartilage matrix protein		PROTEIN_CODING_MODEL
leopard coralgrouper	matrilin 1	121958073	PROTEIN_CODING	1		matn1	160734	Plectropomus leopardus	XM_042506933.1	XM_042506933.1			145	1617	1		NC_056480.1	9		18485252	18485332		minus	18484873	18490101	Chromosome 18 Reference YSFRI_Pleo_2.0 Primary Assembly	1835		XP_042362867.1			490				cartilage matrix protein		PROTEIN_CODING_MODEL
leopard coralgrouper	matrilin 1	121958073	PROTEIN_CODING	1		matn1	160734	Plectropomus leopardus	XM_042506933.1	XM_042506933.1			145	1617	1		NC_056480.1	10		18484873	18485140		minus	18484873	18490101	Chromosome 18 Reference YSFRI_Pleo_2.0 Primary Assembly	1835		XP_042362867.1			490				cartilage matrix protein		PROTEIN_CODING_MODEL
Wuchang bream	matrilin 1	125275062	PROTEIN_CODING	2		matn1	75352	Megalobrama amblycephala	XM_048201727.1	XM_048201727.1			23	1492	2		NC_063052.1	1		13239837	13239940		plus	13239837	13254065	Chromosome LG9 Reference ASM1881202v1 Primary Assembly	2111	transcript variant X1	XP_048057684.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
Wuchang bream	matrilin 1	125275062	PROTEIN_CODING	2		matn1	75352	Megalobrama amblycephala	XM_048201727.1	XM_048201727.1			23	1492	2		NC_063052.1	2		13243203	13243549		plus	13239837	13254065	Chromosome LG9 Reference ASM1881202v1 Primary Assembly	2111	transcript variant X1	XP_048057684.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
Wuchang bream	matrilin 1	125275062	PROTEIN_CODING	2		matn1	75352	Megalobrama amblycephala	XM_048201727.1	XM_048201727.1			23	1492	2		NC_063052.1	3		13245983	13246205		plus	13239837	13254065	Chromosome LG9 Reference ASM1881202v1 Primary Assembly	2111	transcript variant X1	XP_048057684.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
Wuchang bream	matrilin 1	125275062	PROTEIN_CODING	2		matn1	75352	Megalobrama amblycephala	XM_048201727.1	XM_048201727.1			23	1492	2		NC_063052.1	4		13247440	13247568		plus	13239837	13254065	Chromosome LG9 Reference ASM1881202v1 Primary Assembly	2111	transcript variant X1	XP_048057684.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
Wuchang bream	matrilin 1	125275062	PROTEIN_CODING	2		matn1	75352	Megalobrama amblycephala	XM_048201727.1	XM_048201727.1			23	1492	2		NC_063052.1	5		13247879	13248283		plus	13239837	13254065	Chromosome LG9 Reference ASM1881202v1 Primary Assembly	2111	transcript variant X1	XP_048057684.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
Wuchang bream	matrilin 1	125275062	PROTEIN_CODING	2		matn1	75352	Megalobrama amblycephala	XM_048201727.1	XM_048201727.1			23	1492	2		NC_063052.1	6		13248365	13248517		plus	13239837	13254065	Chromosome LG9 Reference ASM1881202v1 Primary Assembly	2111	transcript variant X1	XP_048057684.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
Wuchang bream	matrilin 1	125275062	PROTEIN_CODING	2		matn1	75352	Megalobrama amblycephala	XM_048201727.1	XM_048201727.1			23	1492	2		NC_063052.1	7		13248599	13248679		plus	13239837	13254065	Chromosome LG9 Reference ASM1881202v1 Primary Assembly	2111	transcript variant X1	XP_048057684.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
Wuchang bream	matrilin 1	125275062	PROTEIN_CODING	2		matn1	75352	Megalobrama amblycephala	XM_048201727.1	XM_048201727.1			23	1492	2		NC_063052.1	8		13253397	13254065		plus	13239837	13254065	Chromosome LG9 Reference ASM1881202v1 Primary Assembly	2111	transcript variant X1	XP_048057684.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
Wuchang bream	matrilin 1	125275062	PROTEIN_CODING	2		matn1	75352	Megalobrama amblycephala	XM_048201728.1	XM_048201728.1			23	1363	2		NC_063052.1	1		13239837	13239940		plus	13239837	13254065	Chromosome LG9 Reference ASM1881202v1 Primary Assembly	1982	transcript variant X2	XP_048057685.1		isoform X2	446				cartilage matrix protein		PROTEIN_CODING_MODEL
Wuchang bream	matrilin 1	125275062	PROTEIN_CODING	2		matn1	75352	Megalobrama amblycephala	XM_048201728.1	XM_048201728.1			23	1363	2		NC_063052.1	2		13243203	13243549		plus	13239837	13254065	Chromosome LG9 Reference ASM1881202v1 Primary Assembly	1982	transcript variant X2	XP_048057685.1		isoform X2	446				cartilage matrix protein		PROTEIN_CODING_MODEL
Wuchang bream	matrilin 1	125275062	PROTEIN_CODING	2		matn1	75352	Megalobrama amblycephala	XM_048201728.1	XM_048201728.1			23	1363	2		NC_063052.1	3		13245983	13246205		plus	13239837	13254065	Chromosome LG9 Reference ASM1881202v1 Primary Assembly	1982	transcript variant X2	XP_048057685.1		isoform X2	446				cartilage matrix protein		PROTEIN_CODING_MODEL
Wuchang bream	matrilin 1	125275062	PROTEIN_CODING	2		matn1	75352	Megalobrama amblycephala	XM_048201728.1	XM_048201728.1			23	1363	2		NC_063052.1	4		13247879	13248283		plus	13239837	13254065	Chromosome LG9 Reference ASM1881202v1 Primary Assembly	1982	transcript variant X2	XP_048057685.1		isoform X2	446				cartilage matrix protein		PROTEIN_CODING_MODEL
Wuchang bream	matrilin 1	125275062	PROTEIN_CODING	2		matn1	75352	Megalobrama amblycephala	XM_048201728.1	XM_048201728.1			23	1363	2		NC_063052.1	5		13248365	13248517		plus	13239837	13254065	Chromosome LG9 Reference ASM1881202v1 Primary Assembly	1982	transcript variant X2	XP_048057685.1		isoform X2	446				cartilage matrix protein		PROTEIN_CODING_MODEL
Wuchang bream	matrilin 1	125275062	PROTEIN_CODING	2		matn1	75352	Megalobrama amblycephala	XM_048201728.1	XM_048201728.1			23	1363	2		NC_063052.1	6		13248599	13248679		plus	13239837	13254065	Chromosome LG9 Reference ASM1881202v1 Primary Assembly	1982	transcript variant X2	XP_048057685.1		isoform X2	446				cartilage matrix protein		PROTEIN_CODING_MODEL
Wuchang bream	matrilin 1	125275062	PROTEIN_CODING	2		matn1	75352	Megalobrama amblycephala	XM_048201728.1	XM_048201728.1			23	1363	2		NC_063052.1	7		13253397	13254065		plus	13239837	13254065	Chromosome LG9 Reference ASM1881202v1 Primary Assembly	1982	transcript variant X2	XP_048057685.1		isoform X2	446				cartilage matrix protein		PROTEIN_CODING_MODEL
rohu	matrilin 1	127182277	PROTEIN_CODING	2		matn1	84645	Labeo rohita	XM_051137460.1	XM_051137460.1			118	1458	2		NC_066887.1	1		18952509	18952707		plus	18952509	18960726	Chromosome 19 Reference IGBB_LRoh.1.0 Primary Assembly	2095	transcript variant X2	XP_050993417.1		isoform X2	446				cartilage matrix protein		PROTEIN_CODING_MODEL
rohu	matrilin 1	127182277	PROTEIN_CODING	2		matn1	84645	Labeo rohita	XM_051137460.1	XM_051137460.1			118	1458	2		NC_066887.1	2		18954473	18954819		plus	18952509	18960726	Chromosome 19 Reference IGBB_LRoh.1.0 Primary Assembly	2095	transcript variant X2	XP_050993417.1		isoform X2	446				cartilage matrix protein		PROTEIN_CODING_MODEL
rohu	matrilin 1	127182277	PROTEIN_CODING	2		matn1	84645	Labeo rohita	XM_051137460.1	XM_051137460.1			118	1458	2		NC_066887.1	3		18954968	18955190		plus	18952509	18960726	Chromosome 19 Reference IGBB_LRoh.1.0 Primary Assembly	2095	transcript variant X2	XP_050993417.1		isoform X2	446				cartilage matrix protein		PROTEIN_CODING_MODEL
rohu	matrilin 1	127182277	PROTEIN_CODING	2		matn1	84645	Labeo rohita	XM_051137460.1	XM_051137460.1			118	1458	2		NC_066887.1	4		18957336	18957740		plus	18952509	18960726	Chromosome 19 Reference IGBB_LRoh.1.0 Primary Assembly	2095	transcript variant X2	XP_050993417.1		isoform X2	446				cartilage matrix protein		PROTEIN_CODING_MODEL
rohu	matrilin 1	127182277	PROTEIN_CODING	2		matn1	84645	Labeo rohita	XM_051137460.1	XM_051137460.1			118	1458	2		NC_066887.1	5		18957828	18957980		plus	18952509	18960726	Chromosome 19 Reference IGBB_LRoh.1.0 Primary Assembly	2095	transcript variant X2	XP_050993417.1		isoform X2	446				cartilage matrix protein		PROTEIN_CODING_MODEL
rohu	matrilin 1	127182277	PROTEIN_CODING	2		matn1	84645	Labeo rohita	XM_051137460.1	XM_051137460.1			118	1458	2		NC_066887.1	6		18958067	18958147		plus	18952509	18960726	Chromosome 19 Reference IGBB_LRoh.1.0 Primary Assembly	2095	transcript variant X2	XP_050993417.1		isoform X2	446				cartilage matrix protein		PROTEIN_CODING_MODEL
rohu	matrilin 1	127182277	PROTEIN_CODING	2		matn1	84645	Labeo rohita	XM_051137460.1	XM_051137460.1			118	1458	2		NC_066887.1	7		18960040	18960726		plus	18952509	18960726	Chromosome 19 Reference IGBB_LRoh.1.0 Primary Assembly	2095	transcript variant X2	XP_050993417.1		isoform X2	446				cartilage matrix protein		PROTEIN_CODING_MODEL
rohu	matrilin 1	127182277	PROTEIN_CODING	2		matn1	84645	Labeo rohita	XM_051137459.1	XM_051137459.1			117	1586	2		NC_066887.1	1		18952510	18952707		plus	18952510	18960726	Chromosome 19 Reference IGBB_LRoh.1.0 Primary Assembly	2223	transcript variant X1	XP_050993416.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
rohu	matrilin 1	127182277	PROTEIN_CODING	2		matn1	84645	Labeo rohita	XM_051137459.1	XM_051137459.1			117	1586	2		NC_066887.1	2		18954473	18954819		plus	18952510	18960726	Chromosome 19 Reference IGBB_LRoh.1.0 Primary Assembly	2223	transcript variant X1	XP_050993416.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
rohu	matrilin 1	127182277	PROTEIN_CODING	2		matn1	84645	Labeo rohita	XM_051137459.1	XM_051137459.1			117	1586	2		NC_066887.1	3		18954968	18955190		plus	18952510	18960726	Chromosome 19 Reference IGBB_LRoh.1.0 Primary Assembly	2223	transcript variant X1	XP_050993416.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
rohu	matrilin 1	127182277	PROTEIN_CODING	2		matn1	84645	Labeo rohita	XM_051137459.1	XM_051137459.1			117	1586	2		NC_066887.1	4		18955718	18955846		plus	18952510	18960726	Chromosome 19 Reference IGBB_LRoh.1.0 Primary Assembly	2223	transcript variant X1	XP_050993416.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
rohu	matrilin 1	127182277	PROTEIN_CODING	2		matn1	84645	Labeo rohita	XM_051137459.1	XM_051137459.1			117	1586	2		NC_066887.1	5		18957336	18957740		plus	18952510	18960726	Chromosome 19 Reference IGBB_LRoh.1.0 Primary Assembly	2223	transcript variant X1	XP_050993416.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
rohu	matrilin 1	127182277	PROTEIN_CODING	2		matn1	84645	Labeo rohita	XM_051137459.1	XM_051137459.1			117	1586	2		NC_066887.1	6		18957828	18957980		plus	18952510	18960726	Chromosome 19 Reference IGBB_LRoh.1.0 Primary Assembly	2223	transcript variant X1	XP_050993416.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
rohu	matrilin 1	127182277	PROTEIN_CODING	2		matn1	84645	Labeo rohita	XM_051137459.1	XM_051137459.1			117	1586	2		NC_066887.1	7		18958067	18958147		plus	18952510	18960726	Chromosome 19 Reference IGBB_LRoh.1.0 Primary Assembly	2223	transcript variant X1	XP_050993416.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
rohu	matrilin 1	127182277	PROTEIN_CODING	2		matn1	84645	Labeo rohita	XM_051137459.1	XM_051137459.1			117	1586	2		NC_066887.1	8		18960040	18960726		plus	18952510	18960726	Chromosome 19 Reference IGBB_LRoh.1.0 Primary Assembly	2223	transcript variant X1	XP_050993416.1		isoform X1	489				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128096680	PROTEIN_CODING	1		Matn1	564181	Peromyscus californicus insignis	XM_052716548.1	XM_052716548.1			16	1521	1		NW_026294573.1	1		23682618	23682741		minus	23673437	23682741	NW_026294573 Unplaced Scaffold Reference ASM782708v3	1868		XP_052572508.1			501				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128096680	PROTEIN_CODING	1		Matn1	564181	Peromyscus californicus insignis	XM_052716548.1	XM_052716548.1			16	1521	1		NW_026294573.1	2		23680970	23681316		minus	23673437	23682741	NW_026294573 Unplaced Scaffold Reference ASM782708v3	1868		XP_052572508.1			501				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128096680	PROTEIN_CODING	1		Matn1	564181	Peromyscus californicus insignis	XM_052716548.1	XM_052716548.1			16	1521	1		NW_026294573.1	3		23678545	23678767		minus	23673437	23682741	NW_026294573 Unplaced Scaffold Reference ASM782708v3	1868		XP_052572508.1			501				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128096680	PROTEIN_CODING	1		Matn1	564181	Peromyscus californicus insignis	XM_052716548.1	XM_052716548.1			16	1521	1		NW_026294573.1	4		23677227	23677352		minus	23673437	23682741	NW_026294573 Unplaced Scaffold Reference ASM782708v3	1868		XP_052572508.1			501				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128096680	PROTEIN_CODING	1		Matn1	564181	Peromyscus californicus insignis	XM_052716548.1	XM_052716548.1			16	1521	1		NW_026294573.1	5		23676361	23676777		minus	23673437	23682741	NW_026294573 Unplaced Scaffold Reference ASM782708v3	1868		XP_052572508.1			501				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128096680	PROTEIN_CODING	1		Matn1	564181	Peromyscus californicus insignis	XM_052716548.1	XM_052716548.1			16	1521	1		NW_026294573.1	6		23675641	23675793		minus	23673437	23682741	NW_026294573 Unplaced Scaffold Reference ASM782708v3	1868		XP_052572508.1			501				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128096680	PROTEIN_CODING	1		Matn1	564181	Peromyscus californicus insignis	XM_052716548.1	XM_052716548.1			16	1521	1		NW_026294573.1	7		23674395	23674475		minus	23673437	23682741	NW_026294573 Unplaced Scaffold Reference ASM782708v3	1868		XP_052572508.1			501				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128096680	PROTEIN_CODING	1		Matn1	564181	Peromyscus californicus insignis	XM_052716548.1	XM_052716548.1			16	1521	1		NW_026294573.1	8		23673437	23673833		minus	23673437	23682741	NW_026294573 Unplaced Scaffold Reference ASM782708v3	1868		XP_052572508.1			501				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128977716	PROTEIN_CODING	1		MATN1	1002788	Indicator indicator	XM_054395358.1	XM_054395358.1			1	1482	1		NC_072042.1	1		1387246	1387333		plus	1387246	1420718	Chromosome 33 Reference UM_Iind_1.1	1586		XP_054251333.1			493				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128977716	PROTEIN_CODING	1		MATN1	1002788	Indicator indicator	XM_054395358.1	XM_054395358.1			1	1482	1		NC_072042.1	2		1391200	1391546		plus	1387246	1420718	Chromosome 33 Reference UM_Iind_1.1	1586		XP_054251333.1			493				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128977716	PROTEIN_CODING	1		MATN1	1002788	Indicator indicator	XM_054395358.1	XM_054395358.1			1	1482	1		NC_072042.1	3		1402907	1403129		plus	1387246	1420718	Chromosome 33 Reference UM_Iind_1.1	1586		XP_054251333.1			493				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128977716	PROTEIN_CODING	1		MATN1	1002788	Indicator indicator	XM_054395358.1	XM_054395358.1			1	1482	1		NC_072042.1	4		1410369	1410494		plus	1387246	1420718	Chromosome 33 Reference UM_Iind_1.1	1586		XP_054251333.1			493				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128977716	PROTEIN_CODING	1		MATN1	1002788	Indicator indicator	XM_054395358.1	XM_054395358.1			1	1482	1		NC_072042.1	5		1411545	1411958		plus	1387246	1420718	Chromosome 33 Reference UM_Iind_1.1	1586		XP_054251333.1			493				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128977716	PROTEIN_CODING	1		MATN1	1002788	Indicator indicator	XM_054395358.1	XM_054395358.1			1	1482	1		NC_072042.1	6		1414833	1414985		plus	1387246	1420718	Chromosome 33 Reference UM_Iind_1.1	1586		XP_054251333.1			493				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128977716	PROTEIN_CODING	1		MATN1	1002788	Indicator indicator	XM_054395358.1	XM_054395358.1			1	1482	1		NC_072042.1	7		1418369	1418449		plus	1387246	1420718	Chromosome 33 Reference UM_Iind_1.1	1586		XP_054251333.1			493				cartilage matrix protein		PROTEIN_CODING_MODEL
	matrilin 1	128977716	PROTEIN_CODING	1		MATN1	1002788	Indicator indicator	XM_054395358.1	XM_054395358.1			1	1482	1		NC_072042.1	8		1420565	1420718		plus	1387246	1420718	Chromosome 33 Reference UM_Iind_1.1	1586		XP_054251333.1			493				cartilage matrix protein		PROTEIN_CODING_MODEL
ground parrot	matrilin 1	130593034	PROTEIN_CODING	2		MATN1	35540	Pezoporus wallicus	XM_057397862.1	XM_057397862.1			655	2130	2		NW_026635715.1	1		532890	533432		minus	513792	533432	NW_026635715 Unplaced Scaffold Reference APGP_CSIRO_Pwel_v1	2140	transcript variant X1	XP_057253845.1		isoform X1	491				cartilage matrix protein		PROTEIN_CODING_MODEL
ground parrot	matrilin 1	130593034	PROTEIN_CODING	2		MATN1	35540	Pezoporus wallicus	XM_057397862.1	XM_057397862.1			655	2130	2		NW_026635715.1	2		531907	532063		minus	513792	533432	NW_026635715 Unplaced Scaffold Reference APGP_CSIRO_Pwel_v1	2140	transcript variant X1	XP_057253845.1		isoform X1	491				cartilage matrix protein		PROTEIN_CODING_MODEL
ground parrot	matrilin 1	130593034	PROTEIN_CODING	2		MATN1	35540	Pezoporus wallicus	XM_057397862.1	XM_057397862.1			655	2130	2		NW_026635715.1	3		527304	527650		minus	513792	533432	NW_026635715 Unplaced Scaffold Reference APGP_CSIRO_Pwel_v1	2140	transcript variant X1	XP_057253845.1		isoform X1	491				cartilage matrix protein		PROTEIN_CODING_MODEL
ground parrot	matrilin 1	130593034	PROTEIN_CODING	2		MATN1	35540	Pezoporus wallicus	XM_057397862.1	XM_057397862.1			655	2130	2		NW_026635715.1	4		521620	521842		minus	513792	533432	NW_026635715 Unplaced Scaffold Reference APGP_CSIRO_Pwel_v1	2140	transcript variant X1	XP_057253845.1		isoform X1	491				cartilage matrix protein		PROTEIN_CODING_MODEL
ground parrot	matrilin 1	130593034	PROTEIN_CODING	2		MATN1	35540	Pezoporus wallicus	XM_057397862.1	XM_057397862.1			655	2130	2		NW_026635715.1	5		519142	519267		minus	513792	533432	NW_026635715 Unplaced Scaffold Reference APGP_CSIRO_Pwel_v1	2140	transcript variant X1	XP_057253845.1		isoform X1	491				cartilage matrix protein		PROTEIN_CODING_MODEL
ground parrot	matrilin 1	130593034	PROTEIN_CODING	2		MATN1	35540	Pezoporus wallicus	XM_057397862.1	XM_057397862.1			655	2130	2		NW_026635715.1	6		518473	518886		minus	513792	533432	NW_026635715 Unplaced Scaffold Reference APGP_CSIRO_Pwel_v1	2140	transcript variant X1	XP_057253845.1		isoform X1	491				cartilage matrix protein		PROTEIN_CODING_MODEL
ground parrot	matrilin 1	130593034	PROTEIN_CODING	2		MATN1	35540	Pezoporus wallicus	XM_057397862.1	XM_057397862.1			655	2130	2		NW_026635715.1	7		516480	516632		minus	513792	533432	NW_026635715 Unplaced Scaffold Reference APGP_CSIRO_Pwel_v1	2140	transcript variant X1	XP_057253845.1		isoform X1	491				cartilage matrix protein		PROTEIN_CODING_MODEL
ground parrot	matrilin 1	130593034	PROTEIN_CODING	2		MATN1	35540	Pezoporus wallicus	XM_057397862.1	XM_057397862.1			655	2130	2		NW_026635715.1	8		513792	513968		minus	513792	533432	NW_026635715 Unplaced Scaffold Reference APGP_CSIRO_Pwel_v1	2140	transcript variant X1	XP_057253845.1		isoform X1	491				cartilage matrix protein		PROTEIN_CODING_MODEL
ground parrot	matrilin 1	130593034	PROTEIN_CODING	2		MATN1	35540	Pezoporus wallicus	XM_057397863.1	XM_057397863.1			1	1518	2		NW_026635715.1	1		530738	530825		minus	513792	530825	NW_026635715 Unplaced Scaffold Reference APGP_CSIRO_Pwel_v1	1528	transcript variant X2	XP_057253846.1		isoform X2	505				cartilage matrix protein		PROTEIN_CODING_MODEL
ground parrot	matrilin 1	130593034	PROTEIN_CODING	2		MATN1	35540	Pezoporus wallicus	XM_057397863.1	XM_057397863.1			1	1518	2		NW_026635715.1	2		527304	527650		minus	513792	530825	NW_026635715 Unplaced Scaffold Reference APGP_CSIRO_Pwel_v1	1528	transcript variant X2	XP_057253846.1		isoform X2	505				cartilage matrix protein		PROTEIN_CODING_MODEL
ground parrot	matrilin 1	130593034	PROTEIN_CODING	2		MATN1	35540	Pezoporus wallicus	XM_057397863.1	XM_057397863.1			1	1518	2		NW_026635715.1	3		521620	521842		minus	513792	530825	NW_026635715 Unplaced Scaffold Reference APGP_CSIRO_Pwel_v1	1528	transcript variant X2	XP_057253846.1		isoform X2	505				cartilage matrix protein		PROTEIN_CODING_MODEL
ground parrot	matrilin 1	130593034	PROTEIN_CODING	2		MATN1	35540	Pezoporus wallicus	XM_057397863.1	XM_057397863.1			1	1518	2		NW_026635715.1	4		519142	519267		minus	513792	530825	NW_026635715 Unplaced Scaffold Reference APGP_CSIRO_Pwel_v1	1528	transcript variant X2	XP_057253846.1		isoform X2	505				cartilage matrix protein		PROTEIN_CODING_MODEL
ground parrot	matrilin 1	130593034	PROTEIN_CODING	2		MATN1	35540	Pezoporus wallicus	XM_057397863.1	XM_057397863.1			1	1518	2		NW_026635715.1	5		518473	518886		minus	513792	530825	NW_026635715 Unplaced Scaffold Reference APGP_CSIRO_Pwel_v1	1528	transcript variant X2	XP_057253846.1		isoform X2	505				cartilage matrix protein		PROTEIN_CODING_MODEL
ground parrot	matrilin 1	130593034	PROTEIN_CODING	2		MATN1	35540	Pezoporus wallicus	XM_057397863.1	XM_057397863.1			1	1518	2		NW_026635715.1	6		516480	516632		minus	513792	530825	NW_026635715 Unplaced Scaffold Reference APGP_CSIRO_Pwel_v1	1528	transcript variant X2	XP_057253846.1		isoform X2	505				cartilage matrix protein		PROTEIN_CODING_MODEL
ground parrot	matrilin 1	130593034	PROTEIN_CODING	2		MATN1	35540	Pezoporus wallicus	XM_057397863.1	XM_057397863.1			1	1518	2		NW_026635715.1	7		513792	513968		minus	513792	530825	NW_026635715 Unplaced Scaffold Reference APGP_CSIRO_Pwel_v1	1528	transcript variant X2	XP_057253846.1		isoform X2	505				cartilage matrix protein		PROTEIN_CODING_MODEL
pygmy sperm whale	matrilin 1	131756122	PROTEIN_CODING	1		MATN1	27615	Kogia breviceps	XM_059062954.2	XM_059062954.2			1	1488	1		NC_081310.1	1		178316353	178316443		plus	178316353	178324273	Chromosome 1 Reference mKogBre1 haplotype 1 Primary Assembly	1488		XP_058918937.1			495				cartilage matrix protein		PROTEIN_CODING_MODEL
pygmy sperm whale	matrilin 1	131756122	PROTEIN_CODING	1		MATN1	27615	Kogia breviceps	XM_059062954.2	XM_059062954.2			1	1488	1		NC_081310.1	2		178318166	178318512		plus	178316353	178324273	Chromosome 1 Reference mKogBre1 haplotype 1 Primary Assembly	1488		XP_058918937.1			495				cartilage matrix protein		PROTEIN_CODING_MODEL
pygmy sperm whale	matrilin 1	131756122	PROTEIN_CODING	1		MATN1	27615	Kogia breviceps	XM_059062954.2	XM_059062954.2			1	1488	1		NC_081310.1	3		178319648	178319870		plus	178316353	178324273	Chromosome 1 Reference mKogBre1 haplotype 1 Primary Assembly	1488		XP_058918937.1			495				cartilage matrix protein		PROTEIN_CODING_MODEL
